Load
BusNum,BusName,ID,MW,SMW,Mvar,SMvar,AreaName
130666,PALATINE 4 1,D,10.00,10.00,2.40,2.400,IL
130668,PARK RIDGE 1 2,D,22.80,22.80,4.80,4.800,IL
130671,PARK RIDGE 2 3,D,20.10,20.10,3.30,3.300,IL
130674,PARK RIDGE 3 1,D,11.50,11.50,2.50,2.500,IL
130675,PROSPECT HEIGHTS 1 1,D,4.90,4.90,1.90,1.900,IL
130676,PROSPECT HEIGHTS 2 1,D,5.00,5.00,0.40,0.400,IL
130677,RICHMOND 10 1,D,4.00,4.00,1.90,1.900,IL
130678,RICHMOND 11 1,D,1.00,1.00,0.40,0.400,IL
130681,ROUND LAKE 9 3,D,20.30,20.30,1.70,1.700,IL
130684,ROUND LAKE 10 1,D,12.20,12.20,1.20,1.200,IL
130687,ROUND LAKE 11 3,D,14.00,14.00,0.30,0.300,IL
130690,ROUND LAKE 12 3,D,12.50,12.50,1.30,1.300,IL
130691,ROUND LAKE 13 1,D,13.50,13.50,3.70,3.700,IL
130694,PALATINE 5 3,D,15.90,15.90,2.00,2.000,IL
130695,PALATINE 6 1,D,10.80,10.80,0.90,0.900,IL
130696,PALATINE 7 1,D,11.80,11.80,1.40,1.400,IL
130698,PALATINE 8 2,D,15.20,15.20,4.20,4.200,IL
130699,SKOKIE 1 1,D,11.00,11.00,2.90,2.900,IL
130700,SKOKIE 2 1,D,9.50,9.50,2.60,2.600,IL
130701,SKOKIE 3 1,D,8.70,8.70,2.50,2.500,IL
130702,SKOKIE 4 1,D,9.10,9.10,1.70,1.700,IL
130703,SKOKIE 5 1,D,8.70,8.70,3.20,3.200,IL
130704,WADSWORTH 1,D,4.50,4.50,0.60,0.600,IL
130705,WAUCONDA 1 1,D,5.00,5.00,1.70,1.700,IL
130706,WAUCONDA 2 1,D,5.10,5.10,2.90,2.900,IL
130709,WAUKEGAN 1 3,D,15.50,15.50,1.10,1.100,IL
130711,WAUKEGAN 2 2,D,24.90,24.90,3.00,3.000,IL
130712,WAUKEGAN 3 1,D,17.90,17.90,3.80,3.800,IL
130715,WAUKEGAN 4 3,D,16.20,16.20,5.90,5.900,IL
130716,WAUKEGAN 5 1,D,14.40,14.40,4.50,4.500,IL
130717,WAUKEGAN 6 1,D,7.70,7.70,0.90,0.900,IL
130718,WAUKEGAN 7 1,D,7.90,7.90,3.50,3.500,IL
130719,WAUKEGAN 8 1,D,7.10,7.10,0.70,0.700,IL
130720,WAUKEGAN 9 1,D,7.30,7.30,2.00,2.000,IL
130721,GREAT LAKES 1 1,D,7.50,7.50,0.80,0.800,IL
130722,GREAT LAKES 2 1,D,5.30,5.30,1.60,1.600,IL
130723,GREAT LAKES 3 1,D,4.30,4.30,0.50,0.500,IL
130724,GREAT LAKES 4 1,D,4.90,4.90,0.90,0.900,IL
130727,BUFFALO GROVE 1 3,D,27.10,27.10,9.00,9.000,IL
130728,BUFFALO GROVE 2 1,D,12.20,12.20,6.70,6.700,IL
130729,BUFFALO GROVE 3 1,D,10.70,10.70,5.00,5.000,IL
130730,BUFFALO GROVE 4 1,D,13.10,13.10,3.30,3.300,IL
130731,WHEELING 1 1,D,10.40,10.40,3.60,3.600,IL
130734,WHEELING 2 3,D,10.10,10.10,0.50,0.500,IL
130735,WHEELING 3 1,D,9.40,9.40,3.00,3.000,IL
130736,WILMETTE 1 1,D,6.70,6.70,1.10,1.100,IL
130737,WILMETTE 2 1,D,8.50,8.50,3.00,3.000,IL
130738,WILMETTE 3 1,D,7.60,7.60,3.30,3.300,IL
130739,WINNETKA 1 1,D,5.30,5.30,2.70,2.700,IL
130740,WINNETKA 2 1,D,5.40,5.40,0.90,0.900,IL
130741,WINNETKA 3 1,D,6.70,6.70,0.80,0.800,IL
130742,WINTHROP HARBOR 1 1,D,2.80,2.80,1.10,1.100,IL
130743,WINTHROP HARBOR 2 1,D,2.60,2.60,1.20,1.200,IL
130744,WONDER LAKE 1 1,D,4.80,4.80,1.00,1.000,IL
130745,WONDER LAKE 2 1,D,4.00,4.00,1.10,1.100,IL
130748,WOODSTOCK 6 3,D,12.70,12.70,4.10,4.100,IL
130749,WOODSTOCK 7 1,D,10.60,10.60,1.60,1.600,IL
130750,WOODSTOCK 8 1,D,9.40,9.40,2.40,2.400,IL
130753,WOODSTOCK 9 3,D,10.00,10.00,2.30,2.300,IL
130754,ZION 1 1,D,12.30,12.30,4.40,4.400,IL
130755,ZION 2 1,D,8.50,8.50,3.90,3.900,IL
130758,ADDISON 1 3,D,17.50,17.50,4.20,4.200,IL
130759,ADDISON 2 1,D,10.30,10.30,6.90,6.900,IL
130760,ADDISON 3 1,D,11.20,11.20,2.30,2.300,IL
130761,ADDISON 4 1,D,27.50,27.50,15.20,15.200,IL
130762,ALGONQUIN 1 1,D,11.10,11.10,1.10,1.100,IL
130763,ALGONQUIN 2 1,D,9.20,9.20,0.30,0.300,IL
130764,ALGONQUIN 3 1,D,9.30,9.30,0.10,0.100,IL
130765,ALGONQUIN 4 1,D,9.20,9.20,0.40,0.400,IL
130766,BARTLETT 1 1,D,12.60,12.60,2.70,2.700,IL
130767,BARTLETT 2 1,D,12.50,12.50,0.50,0.500,IL
130770,BARTLETT 3 3,D,13.70,13.70,2.10,2.100,IL
130772,BARTLETT 4 2,D,12.30,12.30,5.00,5.000,IL
130774,BELLWOOD 1 2,D,14.90,14.90,4.40,4.400,IL
130775,BELLWOOD 2 1,D,5.90,5.90,2.00,2.000,IL
130776,BELLWOOD 3 1,D,16.40,16.40,6.40,6.400,IL
130777,BENSENVILLE 1 1,D,13.60,13.60,0.80,0.800,IL
130778,BENSENVILLE 2 1,D,7.00,7.00,0.80,0.800,IL
130779,BENSENVILLE 3 1,D,5.40,5.40,0.30,0.300,IL
130780,STREAMWOOD 1 1,D,11.40,11.40,3.50,3.500,IL
130781,STREAMWOOD 2 1,D,12.10,12.10,2.00,2.000,IL
130782,STREAMWOOD 3 1,D,10.20,10.20,1.70,1.700,IL
130783,STREAMWOOD 4 1,D,11.70,11.70,2.80,2.800,IL
130784,BLOOMINGDALE 3 1,D,6.50,6.50,1.50,1.500,IL
130785,BLOOMINGDALE 4 1,D,6.70,6.70,1.70,1.700,IL
130786,CARPENTERSVILLE 1 1,D,12.40,12.40,2.20,2.200,IL
130787,CARPENTERSVILLE 2 1,D,13.70,13.70,8.00,8.000,IL
130788,CARPENTERSVILLE 3 1,D,9.10,9.10,2.80,2.800,IL
130789,CARPENTERSVILLE 4 1,D,11.00,11.00,0.10,0.100,IL
130790,CORTLAND 1,D,4.50,4.50,1.00,1.000,IL
130793,DEKALB 1 3,D,12.00,12.00,2.50,2.500,IL
130794,DEKALB 2 1,D,9.50,9.50,2.70,2.700,IL
130795,DEKALB 3 1,D,9.80,9.80,4.10,4.100,IL
130798,DEKALB 4 3,D,8.70,8.70,4.80,4.800,IL
130799,DEKALB 5 1,D,9.70,9.70,0.70,0.700,IL
130800,DUNDEE 2 1,D,4.50,4.50,0.90,0.900,IL
130801,DUNDEE 3 1,D,4.60,4.60,1.20,1.200,IL
130802,ELBURN 1 1,D,4.10,4.10,0.80,0.800,IL
130803,ELBURN 2 1,D,3.50,3.50,0.30,0.300,IL
130804,ELBURN 3 1,D,4.20,4.20,1.10,1.100,IL
130805,ELGIN 2 1,D,10.70,10.70,1.80,1.800,IL
130806,ELGIN 3 1,D,11.90,11.90,4.20,4.200,IL
130807,ELGIN 4 1,D,14.30,14.30,5.90,5.900,IL
130809,ELGIN 5 2,D,19.00,19.00,4.50,4.500,IL
130814,ELGIN 6 3,D,14.80,14.80,2.40,2.400,IL
130815,ELGIN 7 1,D,12.00,12.00,5.60,5.600,IL
130816,ELGIN 8 1,D,8.20,8.20,6.80,6.800,IL
130817,ELGIN 9 1,D,11.20,11.20,1.80,1.800,IL
130818,ELGIN 10 1,D,10.10,10.10,3.30,3.300,IL
130819,ELGIN 11 1,D,9.80,9.80,3.40,3.400,IL
130820,ELGIN 12 1,D,5.50,5.50,1.70,1.700,IL
130821,ELGIN 13 1,D,4.70,4.70,0.40,0.400,IL
130822,ELMHURST 1 1,D,10.50,10.50,2.50,2.500,IL
130823,ELMHURST 2 1,D,11.20,11.20,4.30,4.300,IL
130825,ELMHURST 3 2,D,15.10,15.10,3.50,3.500,IL
130826,ELMHURST 4 1,D,9.60,9.60,2.70,2.700,IL
130827,FOREST PARK 1 1,D,5.50,5.50,4.00,4.000,IL
130828,FOREST PARK 2 1,D,9.70,9.70,2.30,2.300,IL
130829,FOREST PARK 3 1,D,6.00,6.00,2.70,2.700,IL
130830,FRANKLIN PARK 1 1,D,5.10,5.10,1.50,1.500,IL
130831,FRANKLIN PARK 2 1,D,5.80,5.80,0.70,0.700,IL
130832,FRANKLIN PARK 3 1,D,10.00,10.00,1.80,1.800,IL
130833,HANOVER PARK 1 1,D,7.60,7.60,7.50,7.500,IL
130834,HANOVER PARK 2 1,D,10.30,10.30,2.80,2.800,IL
130835,HANOVER PARK 3 1,D,9.50,9.50,0.50,0.500,IL
130836,HANOVER PARK 4 1,D,10.90,10.90,2.30,2.300,IL
130837,GENEVA 1 1,D,8.50,8.50,1.70,1.700,IL
130839,GENEVA 2 2,D,8.80,8.80,3.90,3.900,IL
130840,GENEVA 3 1,D,7.00,7.00,1.90,1.900,IL
130841,GENEVA 4 1,D,8.70,8.70,1.50,1.500,IL
130842,GENOA 2 1,D,2.90,2.90,0.50,0.500,IL
130843,GILBERTS 1,D,2.70,2.70,0.90,0.900,IL
130844,GLEN ELLYN 1 1,D,11.00,11.00,0.90,0.900,IL
130847,GLEN ELLYN 2 3,D,10.80,10.80,2.50,2.500,IL
130848,GLEN ELLYN 3 1,D,23.70,23.70,4.70,4.700,IL
130849,GLEN ELLYN 4 1,D,11.20,11.20,2.80,2.800,IL
130850,GLENDALE HEIGHTS 1 1,D,9.50,9.50,2.10,2.100,IL
130853,GLENDALE HEIGHTS 2 3,D,17.30,17.30,0.50,0.500,IL
130856,GLENDALE HEIGHTS 3 3,D,10.30,10.30,1.50,1.500,IL
130857,GLENDALE HEIGHTS 4 1,D,9.60,9.60,2.70,2.700,IL
130860,HAMPSHIRE 1 3,D,6.20,6.20,1.10,1.100,IL
130861,HAMPSHIRE 2 1,D,5.10,5.10,1.70,1.700,IL
130864,HUNTLEY 1 3,D,13.50,13.50,7.90,7.900,IL
130865,HUNTLEY 2 1,D,7.60,7.60,1.20,1.200,IL
130866,HUNTLEY 3 1,D,7.20,7.20,2.70,2.700,IL
130867,HUNTLEY 4 1,D,7.30,7.30,1.30,1.300,IL
130868,KINGSTON 1 1,D,0.90,0.90,0.10,0.100,IL
130869,KINGSTON 2 1,D,2.10,2.10,0.10,0.100,IL
130870,KIRKLAND 1,D,1.70,1.70,0.40,0.400,IL
130871,LOMBARD 1 1,D,17.30,17.30,3.90,3.900,IL
130874,LOMBARD 2 3,D,16.70,16.70,3.50,3.500,IL
130875,LOMBARD 3 1,D,10.60,10.60,0.60,0.600,IL
130876,LOMBARD 4 1,D,10.80,10.80,2.50,2.500,IL
130877,LOMBARD 5 1,D,10.40,10.40,2.20,2.200,IL
130878,MALTA 1,D,1.30,1.30,0.30,0.300,IL
130879,MARENGO 4 1,D,6.20,6.20,3.30,3.300,IL
130880,MARENGO 5 1,D,5.30,5.30,1.90,1.900,IL
130881,MARENGO 6 1,D,8.00,8.00,1.30,1.300,IL
130882,MAYWOOD 1 1,D,6.40,6.40,1.40,1.400,IL
130883,MAYWOOD 2 1,D,7.00,7.00,2.90,2.900,IL
130884,MAYWOOD 3 1,D,7.60,7.60,1.90,1.900,IL
130885,WESTCHESTER 1 1,D,5.20,5.20,0.50,0.500,IL
130886,WESTCHESTER 2 1,D,8.70,8.70,2.70,2.700,IL
130887,WESTCHESTER 3 1,D,5.10,5.10,1.00,1.000,IL
130890,LAKE IN THE HILLS 1 3,D,7.40,7.40,1.70,1.700,IL
130891,LAKE IN THE HILLS 2 1,D,6.20,6.20,3.50,3.500,IL
130893,LAKE IN THE HILLS 3 2,D,8.00,8.00,5.80,5.800,IL
130894,LAKE IN THE HILLS 4 1,D,8.10,8.10,0.10,0.100,IL
130895,MELROSE PARK 1 1,D,7.70,7.70,1.70,1.700,IL
130897,MELROSE PARK 2 2,D,15.10,15.10,7.80,7.800,IL
130898,MELROSE PARK 3 1,D,6.60,6.60,0.80,0.800,IL
130899,MELROSE PARK 4 1,D,7.50,7.50,4.80,4.800,IL
130900,MELROSE PARK 5 1,D,8.00,8.00,1.30,1.300,IL
130901,MELROSE PARK 6 1,D,7.20,7.20,1.20,1.200,IL
130902,MELROSE PARK 7 1,D,7.10,7.10,1.30,1.300,IL
130904,MELROSE PARK 8 2,D,23.80,23.80,5.40,5.400,IL
130905,HOFFMAN ESTATES 1 1,D,9.10,9.10,1.80,1.800,IL
130906,HOFFMAN ESTATES 2 1,D,9.10,9.10,3.10,3.100,IL
130907,HOFFMAN ESTATES 3 1,D,8.80,8.80,3.30,3.300,IL
130908,HOFFMAN ESTATES 4 1,D,8.60,8.60,2.80,2.800,IL
130909,RIVER GROVE 1,D,3.90,3.90,0.70,0.700,IL
130910,ROSELLE 1 1,D,5.90,5.90,1.10,1.100,IL
130911,ROSELLE 2 1,D,6.90,6.90,1.40,1.400,IL
130912,ROSELLE 3 1,D,6.60,6.60,0.70,0.700,IL
130913,SAINT CHARLES 13 1,D,7.50,7.50,3.40,3.400,IL
130916,SAINT CHARLES 14 3,D,12.10,12.10,1.80,1.800,IL
130917,SAINT CHARLES 15 1,D,8.40,8.40,1.20,1.200,IL
130918,SAINT CHARLES 16 1,D,7.80,7.80,2.40,2.400,IL
130919,SAINT CHARLES 17 1,D,12.40,12.40,0.90,0.900,IL
130920,SAINT CHARLES 18 1,D,7.60,7.60,1.60,1.600,IL
130923,SAINT CHARLES 19 3,D,7.60,7.60,2.70,2.700,IL
130926,SCHILLER PARK 1,D,8.50,8.50,1.00,1.000,IL
130927,SOUTH ELGIN 1 1,D,7.00,7.00,1.80,1.800,IL
130928,SOUTH ELGIN 2 1,D,6.10,6.10,1.20,1.200,IL
130929,SOUTH ELGIN 3 1,D,6.30,6.30,0.60,0.600,IL
130930,SYCAMORE 1 1,D,8.20,8.20,1.10,1.100,IL
130931,SYCAMORE 2 1,D,5.80,5.80,0.20,0.200,IL
130932,SYCAMORE 3 1,D,7.80,7.80,2.00,2.000,IL
130933,SYCAMORE 4 1,D,5.80,5.80,2.10,2.100,IL
130934,VILLA PARK 1 1,D,7.60,7.60,3.00,3.000,IL
130935,VILLA PARK 2 1,D,8.40,8.40,1.50,1.500,IL
130936,WEST CHICAGO 1 1,D,14.30,14.30,1.40,1.400,IL
130937,WEST CHICAGO 2 1,D,9.60,9.60,2.70,2.700,IL
130938,WEST CHICAGO 3 1,D,10.60,10.60,2.70,2.700,IL
130939,WEST CHICAGO 4 1,D,10.40,10.40,1.70,1.700,IL
130941,WHEATON 2 2,D,17.00,17.00,3.70,3.700,IL
130942,WHEATON 3 1,D,7.90,7.90,2.80,2.800,IL
130943,WHEATON 4 1,D,7.30,7.30,1.00,1.000,IL
130944,WHEATON 5 1,D,8.10,8.10,0.70,0.700,IL
130945,CAROL STREAM 1 1,D,12.30,12.30,6.70,6.700,IL
130946,CAROL STREAM 2 1,D,19.90,19.90,5.40,5.400,IL
130947,CAROL STREAM 3 1,D,11.20,11.20,0.40,0.400,IL
130948,CAROL STREAM 4 1,D,13.50,13.50,3.10,3.100,IL
130949,WHEATON 6 1,D,12.20,12.20,4.30,4.300,IL
130950,WHEATON 7 1,D,9.60,9.60,2.50,2.500,IL
130951,WHEATON 8 1,D,8.60,8.60,1.10,1.100,IL
130952,WHEATON 9 1,D,8.30,8.30,2.70,2.700,IL
130953,WOOD DALE 1 1,D,11.20,11.20,2.90,2.900,IL
130954,WOOD DALE 2 1,D,6.00,6.00,1.50,1.500,IL
130955,WOOD DALE 3 1,D,5.30,5.30,0.80,0.800,IL
130956,HOFFMAN ESTATES 5 1,D,4.50,4.50,1.50,1.500,IL
130957,HOFFMAN ESTATES 6 1,D,10.70,10.70,1.90,1.900,IL
130959,SCHAUMBURG 1 2,D,15.30,15.30,7.90,7.900,IL
130960,SCHAUMBURG 2 1,D,10.00,10.00,0.10,0.100,IL
130961,SCHAUMBURG 3 1,D,10.50,10.50,1.30,1.300,IL
130962,SCHAUMBURG 4 1,D,9.80,9.80,7.70,7.700,IL
130963,SCHAUMBURG 5 1,D,5.90,5.90,1.30,1.300,IL
130964,SCHAUMBURG 6 1,D,6.50,6.50,3.00,3.000,IL
130966,EVANSTON 5 2,D,31.10,31.10,3.90,3.900,IL
130968,EVANSTON 6 2,D,18.50,18.50,1.90,1.900,IL
130969,EVANSTON 7 1,D,14.30,14.30,3.20,3.200,IL
130971,EVANSTON 8 2,D,21.90,21.90,8.30,8.300,IL
130973,EVANSTON 9 2,D,17.10,17.10,10.00,10.000,IL
130974,EVANSTON 10 1,D,1.70,1.70,1.00,1.000,IL
130975,OAK PARK 1 1,D,9.40,9.40,1.80,1.800,IL
130976,OAK PARK 2 1,D,10.00,10.00,1.30,1.300,IL
130977,OAK PARK 3 1,D,10.50,10.50,3.60,3.600,IL
130978,OAK PARK 4 1,D,9.50,9.50,3.90,3.900,IL
130979,RIVER FOREST 1,D,9.60,9.60,4.00,4.000,IL
130980,BEECHER 1 1,D,3.20,3.20,0.70,0.700,IL
130981,BEECHER 2 1,D,2.80,2.80,0.60,0.600,IL
130982,BERWYN 1 1,D,13.70,13.70,0.80,0.800,IL
130984,BERWYN 2 2,D,14.70,14.70,3.90,3.900,IL
130985,BERWYN 3 1,D,14.20,14.20,1.40,1.400,IL
130986,BERWYN 4 1,D,14.00,14.00,5.80,5.800,IL
130987,BERWYN 5 1,D,19.50,19.50,6.80,6.800,IL
130988,CREST HILL 1 1,D,4.90,4.90,1.60,1.600,IL
130989,CREST HILL 2 1,D,5.70,5.70,2.10,2.100,IL
130990,SHOREWOOD 1 1,D,4.90,4.90,1.90,1.900,IL
130991,SHOREWOOD 2 1,D,4.60,4.60,2.30,2.300,IL
130992,SHOREWOOD 3 1,D,5.00,5.00,1.20,1.200,IL
130993,BLUE ISLAND 1 1,D,8.80,8.80,2.00,2.000,IL
130994,BLUE ISLAND 2 1,D,7.70,7.70,0.50,0.500,IL
130995,BLUE ISLAND 3 1,D,6.80,6.80,1.80,1.800,IL
130996,BRACEVILLE 1,D,2.40,2.40,0.20,0.200,IL
130997,BRAIDWOOD 1,D,2.20,2.20,0.10,0.100,IL
131000,CALUMET CITY 1 3,D,20.20,20.20,2.50,2.500,IL
131001,CALUMET CITY 2 1,D,12.00,12.00,3.40,3.400,IL
131002,CALUMET CITY 3 1,D,12.60,12.60,2.50,2.500,IL
131004,CALUMET CITY 4 2,D,21.50,21.50,3.60,3.600,IL
131005,CHANNAHON 1 1,D,4.80,4.80,0.10,0.100,IL
131006,CHANNAHON 2 1,D,5.50,5.50,2.40,2.400,IL
131007,CHANNAHON 3 1,D,4.50,4.50,0.20,0.200,IL
131008,CHICAGO HEIGHTS 2 1,D,12.30,12.30,7.50,7.500,IL
131011,CHICAGO HEIGHTS 3 3,D,14.70,14.70,3.60,3.600,IL
131016,CHICAGO HEIGHTS 4 3,D,12.70,12.70,4.60,4.600,IL
131019,CHICAGO HEIGHTS 5 1,D,14.10,14.10,0.90,0.900,IL
131020,CHICAGO RIDGE 1,D,5.70,5.70,1.40,1.400,IL
131021,COAL CITY 1 1,D,3.60,3.60,0.70,0.700,IL
131022,COAL CITY 2 1,D,4.00,4.00,0.80,0.800,IL
131023,COAL CITY 3 1,D,9.60,9.60,2.10,2.100,IL
131024,CRETE 3 1,D,5.00,5.00,2.20,2.200,IL
131025,DOLTON 2 1,D,6.40,6.40,2.00,2.000,IL
131026,DOLTON 3 1,D,6.40,6.40,0.50,0.500,IL
131027,DWIGHT 1 1,D,2.50,2.50,0.90,0.900,IL
131028,DWIGHT 2 1,D,3.90,3.90,1.20,1.200,IL
131029,DWIGHT 3 1,D,3.10,3.10,1.10,1.100,IL
131030,FRANKFORT 6 1,D,11.00,11.00,4.40,4.400,IL
131033,FRANKFORT 7 3,D,22.50,22.50,2.60,2.600,IL
131034,FRANKFORT 8 1,D,7.60,7.60,1.60,1.600,IL
131035,GLENWOOD 6 1,D,3.40,3.40,0.60,0.600,IL
131036,HARVEY 3 1,D,19.60,19.60,5.80,5.800,IL
131037,HARVEY 4 1,D,7.60,7.60,0.60,0.600,IL
131038,MARKHAM 1 1,D,8.20,8.20,1.30,1.300,IL
131039,MARKHAM 2 1,D,7.70,7.70,2.30,2.300,IL
131040,HAZEL CREST 1 1,D,4.20,4.20,2.40,2.400,IL
131041,HAZEL CREST 2 1,D,5.40,5.40,1.90,1.900,IL
131042,HAZEL CREST 3 1,D,4.90,4.90,1.00,1.000,IL
131043,HOMEWOOD 1,D,6.20,6.20,2.60,2.600,IL
131044,JOLIET 1 1,D,6.80,6.80,1.30,1.300,IL
131045,JOLIET 2 1,D,6.50,6.50,0.20,0.200,IL
131046,JOLIET 3 1,D,6.50,6.50,0.70,0.700,IL
131047,JOLIET 4 1,D,7.30,7.30,1.60,1.600,IL
131048,JOLIET 5 1,D,6.20,6.20,1.60,1.600,IL
131049,JOLIET 6 1,D,5.30,5.30,1.20,1.200,IL
131050,JOLIET 7 1,D,6.20,6.20,1.70,1.700,IL
131051,JOLIET 8 1,D,5.90,5.90,0.30,0.300,IL
131052,JOLIET 9 1,D,4.10,4.10,1.10,1.100,IL
131053,JOLIET 10 1,D,5.00,5.00,1.40,1.400,IL
131054,JOLIET 11 1,D,13.40,13.40,1.10,1.100,IL
131055,JOLIET 12 1,D,12.20,12.20,4.00,4.000,IL
131056,JOLIET 13 1,D,10.80,10.80,1.40,1.400,IL
131057,JOLIET 14 1,D,11.20,11.20,2.30,2.300,IL
131058,JOLIET 15 1,D,16.70,16.70,3.80,3.800,IL
131059,JOLIET 16 1,D,8.00,8.00,1.90,1.900,IL
131060,JOLIET 17 1,D,7.70,7.70,2.20,2.200,IL
131061,JOLIET 18 1,D,5.60,5.60,2.10,2.100,IL
131062,JOLIET 19 1,D,4.90,4.90,3.20,3.200,IL
131063,LANSING 2 1,D,6.90,6.90,2.60,2.600,IL
131064,LANSING 5 1,D,9.80,9.80,2.10,2.100,IL
131065,LEMONT 1 1,D,5.50,5.50,0.80,0.800,IL
131066,LEMONT 2 1,D,5.90,5.90,1.10,1.100,IL
131069,LEMONT 3 3,D,14.10,14.10,3.20,3.200,IL
131070,LEMONT 4 1,D,6.00,6.00,3.70,3.700,IL
131071,BOLINGBROOK 1 1,D,9.80,9.80,6.80,6.800,IL
131073,BOLINGBROOK 2 2,D,18.60,18.60,3.60,3.600,IL
131074,BOLINGBROOK 3 1,D,16.40,16.40,6.10,6.100,IL
131076,BOLINGBROOK 4 2,D,17.90,17.90,6.30,6.300,IL
131078,BOLINGBROOK 5 2,D,11.40,11.40,2.10,2.100,IL
131081,LOCKPORT 1 3,D,11.60,11.60,3.00,3.000,IL
131082,LOCKPORT 2 1,D,10.20,10.20,0.40,0.400,IL
131083,LOCKPORT 3 1,D,11.60,11.60,3.40,3.400,IL
131084,LOCKPORT 4 1,D,9.30,9.30,2.80,2.800,IL
131085,MANHATTAN 1 1,D,4.30,4.30,0.20,0.200,IL
131086,MANHATTAN 2 1,D,3.30,3.30,0.60,0.600,IL
131087,MANHATTAN 3 1,D,3.00,3.00,0.50,0.500,IL
131088,MATTESON 1 1,D,7.60,7.60,1.60,1.600,IL
131089,MATTESON 2 1,D,8.70,8.70,0.90,0.900,IL
131090,MIDLOTHIAN 1 1,D,6.20,6.20,1.80,1.800,IL
131091,MIDLOTHIAN 2 1,D,7.60,7.60,0.90,0.900,IL
131093,MIDLOTHIAN 3 2,D,16.30,16.30,4.90,4.900,IL
131094,ROMEOVILLE 1 1,D,11.30,11.30,1.40,1.400,IL
131096,ROMEOVILLE 2 2,D,11.20,11.20,1.60,1.600,IL
131097,ROMEOVILLE 3 1,D,11.00,11.00,0.90,0.900,IL
131098,ROMEOVILLE 4 1,D,12.30,12.30,4.00,4.000,IL
131099,MINOOKA 1 1,D,5.40,5.40,0.60,0.600,IL
131100,MINOOKA 2 1,D,4.90,4.90,0.70,0.700,IL
131101,MINOOKA 3 1,D,4.80,4.80,1.40,1.400,IL
131102,MOKENA 1 1,D,7.00,7.00,2.50,2.500,IL
131103,MOKENA 2 1,D,7.40,7.40,0.30,0.300,IL
131104,MOKENA 3 1,D,7.60,7.60,1.00,1.000,IL
131105,MONEE 1 1,D,3.40,3.40,1.20,1.200,IL
131106,MONEE 2 1,D,6.60,6.60,1.90,1.900,IL
131109,MORRIS 3 3,D,5.90,5.90,1.30,1.300,IL
131110,MORRIS 4 1,D,6.00,6.00,0.60,0.600,IL
131111,MORRIS 5 1,D,5.60,5.60,1.70,1.700,IL
131112,MORRIS 6 1,D,5.80,5.80,1.80,1.800,IL
131113,NEW LENOX 1 1,D,9.20,9.20,2.20,2.200,IL
131114,NEW LENOX 2 1,D,13.00,13.00,3.50,3.500,IL
131117,NEW LENOX 3 3,D,15.00,15.00,1.30,1.300,IL
131118,NEW LENOX 4 1,D,9.50,9.50,3.60,3.600,IL
131119,OAK FOREST 1 1,D,13.50,13.50,2.10,2.100,IL
131120,OAK FOREST 2 1,D,10.40,10.40,1.60,1.600,IL
131121,OAK FOREST 3 1,D,8.30,8.30,0.60,0.600,IL
131122,OAK FOREST 4 1,D,13.50,13.50,0.90,0.900,IL
131125,OAK LAWN 1 3,D,12.50,12.50,1.00,1.000,IL
131128,OAK LAWN 2 3,D,12.50,12.50,3.10,3.100,IL
131130,OAK LAWN 3 2,D,12.80,12.80,2.50,2.500,IL
131131,OAK LAWN 4 1,D,12.20,12.20,1.10,1.100,IL
131132,OAK LAWN 5 1,D,12.40,12.40,1.60,1.600,IL
131133,BRIDGEVIEW 1,D,5.90,5.90,0.80,0.800,IL
131134,HICKORY HILLS 1 1,D,9.70,9.70,2.90,2.900,IL
131135,HICKORY HILLS 2 1,D,9.70,9.70,1.90,1.900,IL
131136,JUSTICE 1 1,D,6.30,6.30,1.90,1.900,IL
131137,JUSTICE 2 1,D,6.50,6.50,2.30,2.300,IL
131138,JUSTICE 3 1,D,10.90,10.90,0.80,0.800,IL
131139,BURBANK 1 1,D,8.60,8.60,0.90,0.900,IL
131140,BURBANK 2 1,D,8.50,8.50,1.70,1.700,IL
131141,BURBANK 3 1,D,7.60,7.60,1.20,1.200,IL
131142,ODELL 1 1,D,1.20,1.20,0.50,0.500,IL
131144,ORLAND PARK 1 2,D,19.20,19.20,1.90,1.900,IL
131147,ORLAND PARK 2 3,D,15.20,15.20,1.90,1.900,IL
131148,ORLAND PARK 3 1,D,12.00,12.00,10.60,10.600,IL
131149,ORLAND PARK 4 1,D,11.70,11.70,2.10,2.100,IL
131150,PALOS HEIGHTS 1 1,D,16.60,16.60,3.20,3.200,IL
131151,PALOS HEIGHTS 2 1,D,5.80,5.80,0.90,0.900,IL
131152,PALOS PARK 1,D,3.30,3.30,0.10,0.100,IL
131153,PALOS HILLS 1 1,D,4.80,4.80,0.70,0.700,IL
131154,PALOS HILLS 2 1,D,5.20,5.20,2.50,2.500,IL
131155,PARK FOREST 1 1,D,6.30,6.30,2.00,2.000,IL
131156,PARK FOREST 2 1,D,7.00,7.00,2.00,2.000,IL
131157,PARK FOREST 3 1,D,9.00,9.00,4.40,4.400,IL
131158,ORLAND PARK 5 1,D,6.40,6.40,1.60,1.600,IL
131159,ORLAND PARK 6 1,D,9.60,9.60,2.40,2.400,IL
131162,ORLAND PARK 7 3,D,13.40,13.40,2.60,2.600,IL
131163,ORLAND PARK 8 1,D,7.20,7.20,1.50,1.500,IL
